"year","hour","solar","solardiff","temp","rh","windspeed","precip","doy"
2006,16,18.1577911376953,501.530639648438,8.08428382873535,0.898347139358521,6.35843849182129,0,309
2006,17,18.1577911376953,501.530639648438,8.08428382873535,0.898347139358521,6.35843849182129,0,309
2006,18,433.185485839844,598.488037109375,11.0431156158447,0.804524898529053,7.08705997467041,0.00398428877815604,309
2006,19,433.185485839844,598.488037109375,11.0431156158447,0.804524898529053,7.08705997467041,0.00398428877815604,309
2006,20,433.185485839844,598.488037109375,11.0431156158447,0.804524898529053,7.08705997467041,0.00398428877815604,309
2006,21,0.0668314918875694,42.8135871887207,12.8763065338135,0.725175976753235,8.33635997772217,0.0062165823765099,309
2006,22,0.0668314918875694,42.8135871887207,12.8763065338135,0.725175976753235,8.33635997772217,0.0062165823765099,309
2006,23,0.0668314918875694,42.8135871887207,12.8763065338135,0.725175976753235,8.33635997772217,0.0062165823765099,309
2006,0,0,0,10.2078189849854,0.841076850891113,8.02108764648438,0.42352619767189,310
2006,1,0,0,10.2078189849854,0.841076850891113,8.02108764648438,0.42352619767189,310
2006,2,0,0,10.2078189849854,0.841076850891113,8.02108764648438,0.42352619767189,310
2006,3,0,0,8.98012733459473,0.91937780380249,7.78470516204834,0.681481897830963,310
2006,4,0,0,8.98012733459473,0.91937780380249,7.78470516204834,0.681481897830963,310
2006,5,0,0,8.98012733459473,0.91937780380249,7.78470516204834,0.681481897830963,310
2006,6,0,0,8.8035831451416,0.963376998901367,7.54991245269775,1.88668358325958,310
2006,7,0,0,8.8035831451416,0.963376998901367,7.54991245269775,1.88668358325958,310
2006,8,0,0,8.8035831451416,0.963376998901367,7.54991245269775,1.88668358325958,310
2006,9,0,0,8.90874671936035,0.958301484584808,6.11186981201172,1.03743028640747,310
2006,10,0,0,8.90874671936035,0.958301484584808,6.11186981201172,1.03743028640747,310
2006,11,0,0,8.90874671936035,0.958301484584808,6.11186981201172,1.03743028640747,310
2006,12,0,0,9.05556678771973,0.977462589740753,7.85440492630005,0.271090984344482,310
2006,13,0,0,9.05556678771973,0.977462589740753,7.85440492630005,0.271090984344482,310
2006,14,0,0,9.05556678771973,0.977462589740753,7.85440492630005,0.271090984344482,310
2006,15,0.629053473472595,81.3896789550781,9.58916664123535,0.997945189476013,8.62374973297119,1.22315967082977,310
2006,16,0.629053473472595,81.3896789550781,9.58916664123535,0.997945189476013,8.62374973297119,1.22315967082977,310
2006,17,0.629053473472595,81.3896789550781,9.58916664123535,0.997945189476013,8.62374973297119,1.22315967082977,310
2006,18,0.938530743122101,220.387390136719,11.0752506256104,0.944533109664917,7.76133441925049,0.0168840251863003,310
2006,19,0.938530743122101,220.387390136719,11.0752506256104,0.944533109664917,7.76133441925049,0.0168840251863003,310
2006,20,0.938530743122101,220.387390136719,11.0752506256104,0.944533109664917,7.76133441925049,0.0168840251863003,310
2006,21,0.256975114345551,51.4653434753418,12.0504703521729,0.930541574954987,4.69687509536743,0.0012926870258525,310
2006,22,0.256975114345551,51.4653434753418,12.0504703521729,0.930541574954987,4.69687509536743,0.0012926870258525,310
2006,23,0.256975114345551,51.4653434753418,12.0504703521729,0.930541574954987,4.69687509536743,0.0012926870258525,310
2006,0,0,0,12.060022354126,0.980078876018524,2.0478823184967,0.00828210916370153,311
2006,1,0,0,12.060022354126,0.980078876018524,2.0478823184967,0.00828210916370153,311
2006,2,0,0,12.060022354126,0.980078876018524,2.0478823184967,0.00828210916370153,311
2006,3,0,0,12.282678604126,0.991935610771179,2.18990015983582,0.000235868152230978,311
2006,4,0,0,12.282678604126,0.991935610771179,2.18990015983582,0.000235868152230978,311
2006,5,0,0,12.282678604126,0.991935610771179,2.18990015983582,0.000235868152230978,311
2006,6,0,0,12.0570316314697,0.949829757213593,2.27782845497131,0,311
2006,7,0,0,12.0570316314697,0.949829757213593,2.27782845497131,0,311
